timestamp,total_bytes,throughput_mbps,dst_ip_entropy,avg_fan_out
1770294564973,3599435,0.687,4.449,2.0
1770294569979,4313248,0.823,4.432,2.0
1770294575001,3843882,0.733,4.437,2.0
1770294580002,4307681,0.822,4.412,2.04
1770294585000,3789734,0.723,4.343,2.04
1770294590013,3620118,0.69,4.269,2.04
1770294594993,3662811,0.699,4.232,2.04
1770294599984,3661246,0.698,4.156,2.05
1770294605770,3240671,0.618,4.089,2.0
1770294610778,3252963,0.62,3.914,1.98
1770294615778,3263359,0.622,3.803,1.9
1770294620767,2549409,0.486,3.875,1.94
1770294625758,1870353,0.357,3.844,2.02
1770294630760,1346594,0.257,3.845,1.86
1770294635753,1238319,0.236,3.761,1.82
1770294640766,1207567,0.23,3.642,1.75
1770294645750,2400289,0.458,3.864,1.82
1770294650787,2378443,0.454,3.948,1.82
1770294655768,2416148,0.461,3.893,1.81
1770294660766,2427616,0.463,3.876,1.75
1770294678800,2031731,0.388,3.802,1.78
1770294738742,2031731,0.388,3.802,1.78
1770294798788,2031731,0.388,3.802,1.78
1770294858772,2031731,0.388,3.802,1.78
1770294918754,2031731,0.388,3.802,1.78
1770294978747,2031731,0.388,3.802,1.78
1770295038741,2031731,0.388,3.802,1.78
1770295098755,2031731,0.388,3.802,1.78
1770295158752,2031731,0.388,3.802,1.78
1770295218736,2031731,0.388,3.802,1.78
1770295278742,2031731,0.388,3.802,1.78
1770295338750,2031731,0.388,3.802,1.78
1770295398764,2031731,0.388,3.802,1.78
1770295458764,2031731,0.388,3.802,1.78
1770295518751,2031731,0.388,3.802,1.78
1770295578775,2031731,0.388,3.802,1.78
1770295638755,2031731,0.388,3.802,1.78
1770295698757,2031731,0.388,3.802,1.78
1770295758775,2031731,0.388,3.802,1.78
1770295818743,2031731,0.388,3.802,1.78
1770295878765,2031731,0.388,3.802,1.78
1770295938767,2031731,0.388,3.802,1.78
1770295998783,2031731,0.388,3.802,1.78
1770296013584,2031731,0.388,3.802,1.78
1770296014998,2031731,0.388,3.802,1.78
1779284918621,2031731,0.388,3.802,1.78
1779284918942,2031731,0.388,3.802,1.78
1779284919201,2031731,0.388,3.802,1.78
1779284919514,2031731,0.388,3.802,1.78
1779284923462,2031731,0.388,3.802,1.78
1779284928443,2031731,0.388,3.802,1.78
1779284933469,2031731,0.388,3.802,1.78
1779284938472,2031731,0.388,3.802,1.78
1779284944270,2031731,0.388,3.802,1.78
1779284949266,2031731,0.388,3.802,1.78
1779284954271,2031731,0.388,3.802,1.78
1779284958680,2031731,0.388,3.802,1.78
1779284964268,2031731,0.388,3.802,1.78
1779284969229,2031731,0.388,3.802,1.78
1779284973502,2031731,0.388,3.802,1.78
1779284978341,2031731,0.388,3.802,1.78
1779284978702,2031731,0.388,3.802,1.78
1779284983343,2031731,0.388,3.802,1.78
1779285019829,2031731,0.388,3.802,1.78
1779285020106,2031731,0.388,3.802,1.78
1779285026012,2031731,0.388,3.802,1.78
1779285026272,2031731,0.388,3.802,1.78
1779285028932,2031731,0.388,3.802,1.78
1779285029226,2031731,0.388,3.802,1.78
1779285033913,2031731,0.388,3.802,1.78
1779285038939,2031731,0.388,3.802,1.78
1779285043929,2031731,0.388,3.802,1.78
1779285048956,2031731,0.388,3.802,1.78
1779285053996,2031731,0.388,3.802,1.78
1779285059498,2031731,0.388,3.802,1.78
1779285064429,2031731,0.388,3.802,1.78
1779285069478,2031731,0.388,3.802,1.78
1779285073967,2031731,0.388,3.802,1.78
1779285078940,2031731,0.388,3.802,1.78
1779285083973,2031731,0.388,3.802,1.78
1779285088947,2031731,0.388,3.802,1.78
1779285093960,2031731,0.388,3.802,1.78
1779285098954,2031731,0.388,3.802,1.78
1779285104266,2031731,0.388,3.802,1.78
1779285109287,2031731,0.388,3.802,1.78
1779285114464,2031731,0.388,3.802,1.78
1779285118920,2031731,0.388,3.802,1.78
1779285123940,2031731,0.388,3.802,1.78
1779285128926,2031731,0.388,3.802,1.78
1779285133930,2031731,0.388,3.802,1.78
1779285138939,2031731,0.388,3.802,1.78
1779285143977,2031731,0.388,3.802,1.78
1779285149001,2031731,0.388,3.802,1.78
1779285154039,2031731,0.388,3.802,1.78
1779285154519,2031731,0.388,3.802,1.78
1779285155837,2031731,0.388,3.802,1.78
1779285157816,2031731,0.388,3.802,1.78
1779285158142,2031731,0.388,3.802,1.78
1779285158563,2031731,0.388,3.802,1.78
1779285159160,2031731,0.388,3.802,1.78
1779285159653,2031731,0.388,3.802,1.78
1779285160460,2031731,0.388,3.802,1.78
1779285164602,2031731,0.388,3.802,1.78
1779285167592,2031731,0.388,3.802,1.78
1779285167905,2031731,0.388,3.802,1.78
1779285174053,2031731,0.388,3.802,1.78
1779285174552,2031731,0.388,3.802,1.78
1779285176120,2031731,0.388,3.802,1.78
1779285176491,2031731,0.388,3.802,1.78
1779285181140,2031731,0.388,3.802,1.78
1779285186095,2031731,0.388,3.802,1.78
1779285191093,2031731,0.388,3.802,1.78
1779285196126,2031731,0.388,3.802,1.78
1779285201251,2031731,0.388,3.802,1.78
1779285203815,2031731,0.388,3.802,1.78
1779285204296,2031731,0.388,3.802,1.78
1779285204720,2031731,0.388,3.802,1.78
1779285205026,2031731,0.388,3.802,1.78
1779285208739,2031731,0.388,3.802,1.78
1779285213788,2031731,0.388,3.802,1.78
1779285218745,2031731,0.388,3.802,1.78
1779285223586,2031731,0.388,3.802,1.78
1779285228743,2031731,0.388,3.802,1.78
1779285233736,2031731,0.388,3.802,1.78
1779285238791,2031731,0.388,3.802,1.78
1779285243703,2031731,0.388,3.802,1.78
1779285248569,2031731,0.388,3.802,1.78
1779285253566,2031731,0.388,3.802,1.78
1779285258558,2031731,0.388,3.802,1.78
1779285263570,2031731,0.388,3.802,1.78
1779285270014,2031731,0.388,3.802,1.78
1779285273756,2031731,0.388,3.802,1.78
1779285376088,2031731,0.388,3.802,1.78
1779285418551,2031731,0.388,3.802,1.78
1779285418571,2031731,0.388,3.802,1.78
1779285418580,2031731,0.388,3.802,1.78
1779285418570,2031731,0.388,3.802,1.78
1779285418597,2031731,0.388,3.802,1.78
1779285418599,2031731,0.388,3.802,1.78
1779285418743,2031731,0.388,3.802,1.78
1779285418767,2031731,0.388,3.802,1.78
1779285418900,2031731,0.388,3.802,1.78
1779285419060,2031731,0.388,3.802,1.78
1779285419199,2031731,0.388,3.802,1.78
1779285421014,2031731,0.388,3.802,1.78
1779285426138,2031731,0.388,3.802,1.78
1779285430994,2031731,0.388,3.802,1.78
1779285435979,2031731,0.388,3.802,1.78
1779285441262,2031731,0.388,3.802,1.78
1779285446264,2031731,0.388,3.802,1.78
1779285451274,2031731,0.388,3.802,1.78
1779285456246,2031731,0.388,3.802,1.78
1779285461125,2031731,0.388,3.802,1.78
1779285466085,2031731,0.388,3.802,1.78
1779285471169,2031731,0.388,3.802,1.78
1779285476006,2031731,0.388,3.802,1.78
1779285481263,2031731,0.388,3.802,1.78
1779285486262,2031731,0.388,3.802,1.78
1779285491279,2031731,0.388,3.802,1.78
1779285496267,2031731,0.388,3.802,1.78
1779285501281,2031731,0.388,3.802,1.78
1779285506281,2031731,0.388,3.802,1.78
1779285511271,2031731,0.388,3.802,1.78
1779285516273,2031731,0.388,3.802,1.78
1779285521179,2031731,0.388,3.802,1.78
1779285526201,2031731,0.388,3.802,1.78
1779285531275,2031731,0.388,3.802,1.78
1779285536252,2031731,0.388,3.802,1.78
1779285541256,2031731,0.388,3.802,1.78
1779285546309,2031731,0.388,3.802,1.78
1779285551256,2031731,0.388,3.802,1.78
1779285556279,2031731,0.388,3.802,1.78
1779285561259,2031731,0.388,3.802,1.78
1779285566287,2031731,0.388,3.802,1.78
1779285571249,2031731,0.388,3.802,1.78
1779285576284,2031731,0.388,3.802,1.78
1779285581246,2031731,0.388,3.802,1.78
1779285635292,2031731,0.388,3.802,1.78
1779285645041,2031731,0.388,3.802,1.78
1779285646421,2031731,0.388,3.802,1.78
1779285651580,2031731,0.388,3.802,1.78
1779285656260,2031731,0.388,3.802,1.78
1779285661238,2031731,0.388,3.802,1.78
1779285666248,2031731,0.388,3.802,1.78
1779285671266,2031731,0.388,3.802,1.78
1779285676264,2031731,0.388,3.802,1.78
1779285681266,2031731,0.388,3.802,1.78
1779285686114,2031731,0.388,3.802,1.78
1779285691178,2031731,0.388,3.802,1.78
1779287298047,69142816,13.188,3.817,2.02
1779287298257,69142816,13.188,3.817,2.02
1779287298384,69142816,13.188,3.817,2.02
1779287298549,69142816,13.188,3.817,2.02
1779287302829,75365346,14.375,3.784,2.02
1779287307841,82545223,15.744,3.745,2.02
1779287312846,92304784,17.606,3.735,2.06
1779287317815,100972857,19.259,3.693,1.98
1779287322828,110980540,21.168,3.7,2.0
1779287327815,121107526,23.099,3.674,2.0
1779287332828,128007981,24.416,3.641,1.96
1779287337833,139607783,26.628,3.524,1.96
1779287342825,150711298,28.746,3.58,2.0
1779287347850,151025999,28.806,3.469,1.95
1779287352843,161258751,30.758,3.394,1.93
1779287357831,162016027,30.902,3.33,1.9
1779287362801,164848016,31.442,3.165,1.87
1779287367811,168981208,32.231,3.202,1.81
1779287372800,168981208,32.231,3.202,1.81
1779287377822,134233667,25.603,3.421,1.83
1779287382818,105183673,20.062,3.485,1.84
1779287387810,96786454,18.461,3.461,1.83
1779287392826,87375270,16.666,3.438,1.79
1779287397810,76370459,14.567,3.471,1.85
1779287402829,55497781,10.585,3.575,1.87
1779287407820,45744610,8.725,3.564,1.87
1779287412791,36448761,6.952,3.563,1.9
1779287417813,14581460,2.781,3.673,2.0
1779287422830,16469199,3.141,3.743,2.0
1779287427833,18239660,3.479,3.62,2.0
1779287429307,20368760,3.885,3.706,2.04
1779287429445,20368760,3.885,3.706,2.04
1779287434311,20824904,3.972,3.566,1.93
1779287441712,22280879,4.25,3.633,1.93
1779287441827,22280879,4.25,3.633,1.93
1779287446717,21743035,4.147,3.617,1.93
1779287452104,23067735,4.4,3.609,1.98
1779287457142,24157346,4.608,3.62,1.96
1779287462094,23371011,4.458,3.584,1.96
1779287467118,24752319,4.721,3.559,1.96
1779287472091,26705838,5.094,3.518,1.95
1779287477110,25650502,4.892,3.544,1.95
1779287482098,26392714,5.034,3.541,1.93
